,ID,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,reviews,ratings,Processed review
403,403,0.123,0.684,0.193,0.802,0.17701652646064758,0.3697187006473541,0.4532647430896759,"  Definitely not recommended, especially for business class. The seats are ridiculous and small, the food is mediocre if that, and good luck with the internet even if you pay for full internet for the entire flight. The service however has been great. My attendant saved me from crying. I don’t know who designed this aircraft but in this expensive business class, in order to move out of you middle seat to go to the bathroom you must rudely climb over the person’s legs sitting in the aisle seat. Your seat is like an enclosed tiny cubicle with no storage space. I’ve unfortunately traveled British Airways business class at least 4 times within the last 4 months. Never again unless there is no other choice. By the way, the business class lounge south at Heathrow is a cattle pen.",2,"Definitely recommended, especially business class. The seat ridiculous small, food mediocre that, good luck internet even pay full internet entire flight. The service however great. My attendant saved crying. don’t know designed aircraft expensive business class, order move middle seat go bathroom must rudely climb person’s leg sitting aisle seat. Your seat like enclosed tiny cubicle storage space. I’ve unfortunately traveled British Airways business class least 4 time within last 4 months. Never unless choice. By way, business class lounge south Heathrow cattle pen."
404,404,0.0,0.749,0.251,0.9501,0.01020066998898983,0.07236384600400925,0.9174354672431946,"   BA shuttle service across the UK is still surprisingly a good product. When compared with BA long haul that doesn’t always get the best of comments at times. It’s reasonable priced, works well, fresh crews and no queues or long distances to walk. I don’t know why they still offer a COVID style bottle of water and snack when just stretching to a cup of tea and snack would be great add on for this service. Currently they have an on line sky cafe but it’s too fiddly to work or get connected in short trips.",8,"BA shuttle service across UK still surprisingly good product. When compared BA long haul doesn’t always get best comment times. It’s reasonable priced, work well, fresh crew queue long distance walk. don’t know still offer COVID style bottle water snack stretching cup tea snack would great add service. Currently line sky cafe it’s fiddly work get connected short trips."
405,405,0.098,0.655,0.247,0.9598,0.35285139083862305,0.4391653537750244,0.20798325538635254,"  I must admit like many others I tend to avoid BA long haul where possible due to the many poor reviews. But had my first ride on a BA A380 the other day so it was an exception. What can I say. Aircraft immaculate and economy seat really comfortable but that’s about it. IFE didn’t work but wasn’t that interesting anyway. I got the map screenshot for a while. Lunch was poor quality but plenty of nice white wine and other alcoholic drinks made up for it. Cabin crew pleasant but poor grooming lets them down. Some skirts, some trouser suits, some long sleeves some short. Some jackets some waistcoat. Some cardigans on at time and all in all they could have done better I think. Baggage delivery was really quick. Summing up well I am still not coming back to BA not yet. Maybe the old charm will return soon.",6,"must admit like many others tend avoid BA long haul possible due many poor reviews. But first ride BA A380 day exception. What say. Aircraft immaculate economy seat really comfortable that’s it. IFE didn’t work wasn’t interesting anyway. got map screenshot while. Lunch poor quality plenty nice white wine alcoholic drink made it. Cabin crew pleasant poor grooming let down. Some skirts, trouser suits, long sleeve short. Some jacket waistcoat. Some cardigan time could done better think. Baggage delivery really quick. Summing well still coming back BA yet. Maybe old charm return soon."
406,406,0.092,0.705,0.204,0.8139,0.3354317545890808,0.47236567735671997,0.19220247864723206,"   When will BA update their Business class cabin - 8 across on a 777. It is not so much travelling facing backwards as it were, but the cabin staff having to pass food trays across the front of passengers paying business class fares! As for having to pay to reserve a specific seat - an antiquated idea. The cabin staff were fine, food acceptable, check-in OK and Business lounge (breakfast) acceptable. The lack of space in the seating area, small screen and disfunctional entertainment equipment disappointing. Having to step over the reclining passengers feet is not attractive. ",4,"When BA update Business class cabin - 8 across 777. It much travelling facing backwards were, cabin staff pas food tray across front passenger paying business class fares! As pay reserve specific seat - antiquated idea. The cabin staff fine, food acceptable, check-in OK Business lounge (breakfast) acceptable. The lack space seating area, small screen disfunctional entertainment equipment disappointing. Having step reclining passenger foot attractive."
407,407,0.14,0.731,0.129,-0.5267,0.35395875573158264,0.43954265117645264,0.20649859309196472,   Paid £200 day before flight for an upgrade from economy to premium economy. At checkin they could not find my booking so a little wait while they rang someone who explains on the upgrade you get deleted from the system the checkin agent sees? Took about 5 minutes to resolve. Seat was nice enough. Stowage pocket in front a bit small. Food was reasonably nice. Shame that the bathroom is all the way back through economy and there is a bit of a queue. IFE system is good but selection mediocre. Worst part of the flight is that at CPT so we were on a remote stand and bussed in. Through passport control quickly but then it took an absolute age to get our luggage which ruined what would otherwise have been a reasonable flight. Upgrade was worth it at £200 maybe £300 (its a long flight) but their offers of £2000 or whatever for premium economy is comedy pricing. Score before the luggage fiasco would have been 7 or 8 / 10. With the luggage fiasco I can't rate it more than 4/10.,4,Paid £200 day flight upgrade economy premium economy. At checkin could find booking little wait rang someone explains upgrade get deleted system checkin agent sees? Took 5 minute resolve. Seat nice enough. Stowage pocket front bit small. Food reasonably nice. Shame bathroom way back economy bit queue. IFE system good selection mediocre. Worst part flight CPT remote stand bussed in. Through passport control quickly took absolute age get luggage ruined would otherwise reasonable flight. Upgrade worth £200 maybe £300 (its long flight) offer £2000 whatever premium economy comedy pricing. Score luggage fiasco would 7 8 / 10. With luggage fiasco can't rate 4/10.
408,408,0.169,0.666,0.164,-0.3794,0.45034149289131165,0.3587203919887543,0.19093817472457886,"   BA website did not work (weirdly deleted my flight from ""upcoming flights"" on the day of departure). Chaos at Cape Town airport with hundreds queuing as the computers were down. Chaos at the gate / no queue management for premium passengers. Very nice new A350 with smart new club suite. Champagne warm (cabin crew said its impossible to serve it cold, which is not true as Air France manage it). Disappointing meal, wine served so late after the food you have finished by the time it arrives. Cheese ice cold and tasteless (why can't the champagne / white wine be in the fridge used for the cheese?). Good IFE system but mediocre film selection. Disappointing breakfast. Overall: 3 / 10. Flew Air France business the month before which was way better. So sad what's become of BA.",3,"BA website work (weirdly deleted flight ""upcoming flights"" day departure). Chaos Cape Town airport hundred queuing computer down. Chaos gate / queue management premium passengers. Very nice new A350 smart new club suite. Champagne warm (cabin crew said impossible serve cold, true Air France manage it). Disappointing meal, wine served late food finished time arrives. Cheese ice cold tasteless (why can't champagne / white wine fridge used cheese?). Good IFE system mediocre film selection. Disappointing breakfast. Overall: 3 / 10. Flew Air France business month way better. So sad what's become BA."
409,409,0.114,0.807,0.079,-0.3993,0.8027205467224121,0.17261897027492523,0.024660566821694374,"   Absolutely terrible experience with British Airways. After a short flight from London Heathrow to Frankfurt, they couldn't get my suitcase to me in time for my next flight (on Cathay Pacific) to Melbourne, despite a 3 hour gap between the two flights. Told me they would arrange for the suitcase to be transferred directly to Melbourne - instead, it got to Hong Kong and left there. When they finally tracked it down, they sent it back to London. All happened over Christmas, so very stressful yet minimal communication from their team. While the plane crew may be lovely, the service outside of this has been nothing short of dreadful, and if given the option, I will avoid flying with them in future.",1,"Absolutely terrible experience British Airways. After short flight London Heathrow Frankfurt, get suitcase time next flight (on Cathay Pacific) Melbourne, despite 3 hour gap two flights. Told would arrange suitcase transferred directly Melbourne - instead, got Hong Kong left there. When finally tracked down, sent back London. All happened Christmas, stressful yet minimal communication team. While plane crew may lovely, service outside nothing short dreadful, given option, avoid flying future."
410,410,0.169,0.761,0.07,-0.9814,0.7293300032615662,0.2476550042629242,0.023014990612864494,"   Vancouver to Delhi via London. We were booked to fly from Vancouver to New Delhi via London Heathrow on Dec 22nd. We received an email on Dec 20th informing us about the industrial action in the UK. I called to find out how it may impact our travel. The representative kind of scared us of being possibly stranded during our travel and offered us a full refund. We called again to confirm about other options but he did not offer any other solutions. We asked to cancel our tickets and he told us about the cancellation fee. We booked new tickets with another airline with double the cost as our trip was urgent (simultaneously). He told us he no longer can cancel our tickets on the system but promised us he will make it happen because he told us we would get a full refund. He processed the cancellation. 5 hours later he emailed us that the tickets couldn’t be cancelled and suggested we cancel our new tickets once he found out they were with another airline (we lost $1000 from cancelling the new tickets). Now, the representative claimed that he never said there won’t be any services available and asked us why we were worrying about the industrial action, and that other “arrangements” will be made if there were any issues (this was new information never given to us before). We kept our British Airway tickets. The next day, we asked to speak with the manager and report that we were misguided about the whole situation. We never heard back from the manager. As we logged in to check-in 15 hours before take off, we found that our VAN — LHR flight was cancelled (due to the bad weather in Vancouver). We did not receive any emails from the airport nor the airline about this change. We called BA again and asked about rearrangements for our flight, to which they offered rebooking with an additional $700-1000 per person price difference and the dates offered were about 7 days after our original flight was supposed to leave. Additionally, to cancel the rest of the flights with them which we could not reach since our first flight was cancelled, we had to pay about $1000 cancellation fee to get a refund. We were very frustrated with the overall experience and no accommodations nor accountability as they wanted to charge us for any service or changes possible. We were on the phone for 1.5 hours while other flights that we could have booked were getting sold out - the customer service person would take 15-20 minutes (for real) to search up each question or option we asked about. It has been a frustrating experience - we lost time and money and it ruined our holidays completely. We then demanded to speak to the manager, who again did not want to take any accountability for their team and gave us a small discount on the cancellation fee. In total, we were on the phone with them for 2 days back and forth, without any resolutions. We felt misguided and misinformed with their unfair policies towards their customers. We did not feel taken care of at all. We had to pay the price for the misinformation and the flights we did not cancel ourselves. After all this trouble, we spent Christmas without our family and the missed the urgent reasons we were travelling for. ",1,"Vancouver Delhi via London. We booked fly Vancouver New Delhi via London Heathrow Dec 22nd. We received email Dec 20th informing u industrial action UK. called find may impact travel. The representative kind scared u possibly stranded travel offered u full refund. We called confirm option offer solutions. We asked cancel ticket told u cancellation fee. We booked new ticket another airline double cost trip urgent (simultaneously). He told u longer cancel ticket system promised u make happen told u would get full refund. He processed cancellation. 5 hour later emailed u ticket couldn’t cancelled suggested cancel new ticket found another airline (we lost $1000 cancelling new tickets). Now, representative claimed never said won’t service available asked u worrying industrial action, “arrangements” made issue (this new information never given u before). We kept British Airway tickets. The next day, asked speak manager report misguided whole situation. We never heard back manager. As logged check-in 15 hour take off, found VAN — LHR flight cancelled (due bad weather Vancouver). We receive email airport airline change. We called BA asked rearrangement flight, offered rebooking additional $700-1000 per person price difference date offered 7 day original flight supposed leave. Additionally, cancel rest flight could reach since first flight cancelled, pay $1000 cancellation fee get refund. We frustrated overall experience accommodation accountability wanted charge u service change possible. We phone 1.5 hour flight could booked getting sold - customer service person would take 15-20 minute (for real) search question option asked about. It frustrating experience - lost time money ruined holiday completely. We demanded speak manager, want take accountability team gave u small discount cancellation fee. In total, phone 2 day back forth, without resolutions. We felt misguided misinformed unfair policy towards customers. We feel taken care all. We pay price misinformation flight cancel ourselves. After trouble, spent Christmas without family missed urgent reason travelling for."
411,411,0.0,0.599,0.401,0.8934,0.00563149293884635,0.22081315517425537,0.7735553979873657,"   Old A320 with narrow pitch. Flight perfectly on time, with constant announcements from cockpit. Friendly staff, free chips and water. Quick luggage delivery at T5.",8,"Old A320 narrow pitch. Flight perfectly time, constant announcement cockpit. Friendly staff, free chip water. Quick luggage delivery T5."
412,412,0.102,0.684,0.214,0.9682,0.3574436604976654,0.4065209925174713,0.23603536188602448,"   Another BA Shambles. Started off well with excellent check in at first at t5, mid afternoon so avoided the early morning, evening scrum. Into the Concorde lounge, excellent service again. Great choice of cocktails, wine etc. Food ok a bit overcooked but pretty reasonable. Called to the boarding gate. Chaos, people jostling for position to get on the plane. People with children under 5 called before the 8 people in first bankrolling the flight and most of them well over 5. We get on to be told that none of the lights in first can be dimmed at all, so the lights were on all night. It was like being detained and interrogated! Excellent wine and champagne selection. Dinner menu handed out. I’ll have the prawn cocktail to start please. No you won’t as they’ve only loaded one for 8 people and the guy in 1A got it. I bet he felt like he’d won the lottery. Ok I’ll have the beef wellington, basically a freezing slice of beef with some lettuce. Mains,  I’ll have the curry, no you won’t as they’ve substituted that with Christmas dinner.  I’m going to the Maldives to get away from Christmas. I ended up with short ribs that were inedible, no salad starter, no water offered, no bread roll. I just couldn’t eat it. So basically my husband and I have spent £20,000 on 2 return seats to be blinded by lights on and left starving. No apologies. Watch out BA as Virgin start flying direct in October. As always you rest on your laurels and treat your customers like idiots.",3,"Another BA Shambles. Started well excellent check first t5, mid afternoon avoided early morning, evening scrum. Into Concorde lounge, excellent service again. Great choice cocktails, wine etc. Food ok bit overcooked pretty reasonable. Called boarding gate. Chaos, people jostling position get plane. People child 5 called 8 people first bankrolling flight well 5. We get told none light first dimmed all, light night. It like detained interrogated! Excellent wine champagne selection. Dinner menu handed out. I’ll prawn cocktail start please. No won’t they’ve loaded one 8 people guy 1A got it. bet felt like he’d lottery. Ok I’ll beef wellington, basically freezing slice beef lettuce. Mains, I’ll curry, won’t they’ve substituted Christmas dinner. I’m going Maldives get away Christmas. ended short rib inedible, salad starter, water offered, bread roll. couldn’t eat it. So basically husband spent £20,000 2 return seat blinded light left starving. No apologies. Watch BA Virgin start flying direct October. As always rest laurel treat customer like idiots."
413,413,0.239,0.705,0.057,-0.9324,0.7373592853546143,0.23125998675823212,0.03138068690896034,"   BA cancelled my flight home to Heathrow on Dec 19th. On the face of it, that was sensible as the weather in Iceland was appalling. However, what was not acceptable was that the flight was cancelled only 4 hours before take off time by which time I was already struggling through dreadful driving conditions to get to the airport. I got nowhere near before the conditions became too bad. If they had taken advice they would have spared everyone the need to try and travel on roads that all ended up closed. I am now booked onto the flight on the 21st and downgraded for my sins. Having checked today, as I type they have not cancelled the flight on the 20th despite the road to Keflavík being closed! Do they not check these things? Any help from BA offered - not really.",1,"BA cancelled flight home Heathrow Dec 19th. On face it, sensible weather Iceland appalling. However, acceptable flight cancelled 4 hour take time time already struggling dreadful driving condition get airport. got nowhere near condition became bad. If taken advice would spared everyone need try travel road ended closed. booked onto flight 21st downgraded sins. Having checked today, type cancelled flight 20th despite road Keflavík closed! Do check things? Any help BA offered - really."
414,414,0.122,0.802,0.076,-0.553,0.3993808925151825,0.447541743516922,0.15307733416557312,"   BA cancelled my flight home, the last flight of the day into Heathrow, and tried to push me onto another flight to London City 3 hours later! My car was at Heathrow. I didn't want to try and cross London late at night on public transport with luggage, especially as there were rail strikes announced around that time. I had to book a flight home with Lufthansa which cost €500 for an economy seat, but at least it got me home to Heathrow (all be it another terminal) on the Friday night so I could get home to family. I still have had no news on a refund of the €500 2 months on. It's such a shame, flying BA used to be such a pleasurable experience. BA have cancelled or moved one leg of every journey we've booked this year. We are regrettably have to use other airlines now which have much better reliability and customer service.",1,"BA cancelled flight home, last flight day Heathrow, tried push onto another flight London City 3 hour later! My car Heathrow. want try cross London late night public transport luggage, especially rail strike announced around time. book flight home Lufthansa cost €500 economy seat, least got home Heathrow (all another terminal) Friday night could get home family. still news refund €500 2 month on. It's shame, flying BA used pleasurable experience. BA cancelled moved one leg every journey we've booked year. We regrettably use airline much better reliability customer service."
415,415,0.167,0.728,0.105,-0.6808,0.8766388297080994,0.11168570816516876,0.011675449088215828,"  Turned up 3.5 hours in advance, Terminal 5 at London Heathrow was already carnage, 100s of people trying to check in, only 5 desks manned. Long queues at security due to only 4 lines open. People stressed, pushing, shouting, and flight delayed by 2 hours, according to pilot delay due to suitcases all needing to be loaded. Missed connecting flight in Doha, 12 hours wait til next one. Received a voucher, approx £6 for the whole day. Arrived 1 day later, my suitcase didn’t arrive with me. Filed a claim at the desk, for 5 days no update, no information, no offer of compensation and no solution offer. I now have a spoilt holiday, many personal belongings are gone, xmas gifts missing, extensive expenses I don’t know if I will be reimbursed. Beware with BA, expect low level or zero customer service, old planes, and zero help if anything goes wrong or missing. I will personally avoid BA in future at all costs.",2,"Turned 3.5 hour advance, Terminal 5 London Heathrow already carnage, 100 people trying check in, 5 desk manned. Long queue security due 4 line open. People stressed, pushing, shouting, flight delayed 2 hours, according pilot delay due suitcase needing loaded. Missed connecting flight Doha, 12 hour wait til next one. Received voucher, approx £6 whole day. Arrived 1 day later, suitcase didn’t arrive me. Filed claim desk, 5 day update, information, offer compensation solution offer. spoilt holiday, many personal belonging gone, xmas gift missing, extensive expense don’t know reimbursed. Beware BA, expect low level zero customer service, old planes, zero help anything go wrong missing. personally avoid BA future costs."
416,416,0.01,0.872,0.118,0.9735,0.09654561430215836,0.47018519043922424,0.433269202709198,"   Boarding – at gate at LGW they called Group 1 to board (we were World Traveller Plus & Group 3), then called ""anyone in Groups 2-6"", whereupon everyone else surged forward. Why have numbered boarding groups if you don’t use them. Cabin crew - Treated passengers as an inconvenience as they moved about the plane. At one point a passenger was coming out of the toilet as a crew member approached and the crew member just pushed the door closed pushing them back into the toilet as they went past, and without even a word. No acknowledgement when you stood aside to let them past. Service – We were in the final row of six in WT+ (which has a total of 48 seats). The lunch meal was brought out and we were the last people to be served (not unusual for back row seats) but when it came to us there was only the vegetarian option left of the 3 menu options. Cabin steward said that they had only been given 48 WT+ meals. There was a second hot meal served before we landed. Again, the same server got to us last and again there was only a vegetarian option left. I asked if it might not have been possible to commence serving this second meal from back to front so that we had a choice for at least one meal, and she said she hadn’t thought of that! Food – Some of it was inedible. Vegetarian Cannelloni had pasta so thick and uncooked neither of us could eat it. The bread roll was crispy like toast in the bottom half and soft in the top half. Only thing I could eat was the Baby Bel! In between meal snacks consisted of a 2 biscuit pack of shortbread, pretty basic. Drinks – They ran out of red wine 4 hours into an 11-hour flight. Toilets – There was no toilet accessible directly from the WT+ section. We had to walk halfway down the plane through Economy to reach a shared toilet. We flew Virgin Atlantic 2 months before in equivalent (Premium Economy) and it was so much better. Organised boarding, sparkling wine or orange on boarding (water or orange in BA), food options available (even in last row seats), better food, proper glasses/cups for drinks, dedicated toilet access, help yourself snacks, helpful service from cabin crew. We will not be looking to fly BA over Virgin in future.",2,"Boarding – gate LGW called Group 1 board (we World Traveller Plus & Group 3), called ""anyone Groups 2-6"", whereupon everyone else surged forward. Why numbered boarding group don’t use them. Cabin crew - Treated passenger inconvenience moved plane. At one point passenger coming toilet crew member approached crew member pushed door closed pushing back toilet went past, without even word. No acknowledgement stood aside let past. Service – We final row six WT+ (which total 48 seats). The lunch meal brought last people served (not unusual back row seats) came u vegetarian option left 3 menu options. Cabin steward said given 48 WT+ meals. There second hot meal served landed. Again, server got u last vegetarian option left. asked might possible commence serving second meal back front choice least one meal, said hadn’t thought that! Food – Some inedible. Vegetarian Cannelloni pasta thick uncooked neither u could eat it. The bread roll crispy like toast bottom half soft top half. Only thing could eat Baby Bel! In meal snack consisted 2 biscuit pack shortbread, pretty basic. Drinks – They ran red wine 4 hour 11-hour flight. Toilets – There toilet accessible directly WT+ section. We walk halfway plane Economy reach shared toilet. We flew Virgin Atlantic 2 month equivalent (Premium Economy) much better. Organised boarding, sparkling wine orange boarding (water orange BA), food option available (even last row seats), better food, proper glasses/cups drinks, dedicated toilet access, help snacks, helpful service cabin crew. We looking fly BA Virgin future."
417,417,0.118,0.857,0.025,-0.8625,0.6964054703712463,0.26974916458129883,0.03384535387158394,"   Missing baggage customer service was the worst I’ve ever experienced. I arrived back in Phoenix on Sunday evening and air tags showed my bags arrived on Monday, but it took three more days before they were finally delivered. I understood that due to delays caused by freezing fog in London my luggage did not make it onto my final flight. I filled out the required form at the Phoenix airport and then attempted to fill one out online where I received a message saying that the bags had already been reported missing and to enter the tracking code that had been sent to me via email, but no email was received. I made phone calls daily and was told a message was sent and I should hear back within 24 hours. Finally the email with the tracking number was received on Tuesday night. I went online with the tracking number on Wednesday and it requested that I provide the same information that I had given them on the form at the airport. My luggage was finally delivered on Thursday afternoon. ",5,"Missing baggage customer service worst I’ve ever experienced. arrived back Phoenix Sunday evening air tag showed bag arrived Monday, took three day finally delivered. understood due delay caused freezing fog London luggage make onto final flight. filled required form Phoenix airport attempted fill one online received message saying bag already reported missing enter tracking code sent via email, email received. made phone call daily told message sent hear back within 24 hours. Finally email tracking number received Tuesday night. went online tracking number Wednesday requested provide information given form airport. My luggage finally delivered Thursday afternoon."
418,418,0.039,0.709,0.252,0.9936,0.01112159714102745,0.14981038868427277,0.8390680551528931,"   British Airways are not the flag carrier they used to be. The check-in staff at the Club Europe area did not display any premium service and did not provide a good overall service.  The Galleries South Lounge was very busy, but the food was very good. There is a good array of salads, pasta, bread, and hot food available. The festive Turkey and Ham pie was particularly good. The flight was delayed as LHR was very busy on a Tuesday evening. The boarding process was stressful due to the lack of any queue management system and the majority of passengers congregating around the gate. Despite BA using a group system to board, it took almost 1hr to board 240 passengers. The flight itself was good, with a good Club meal service. The bar service was good but it seems that BA have done away with champagne on-board and also in the lounge. A menu is handed out prior to departure with a good food offering for the length of flight. The food was very good, with beef cheek served with vegetables being chosen. BA have always excelled with their catering and this has not changed. The seat is a standard economy seat, with a table in the middle seat for Club Europe, a standard practice for BA. The seat was comfortable, but with limited leg room. The cabin was clean, presentable, and tidy with no issues. The A321 featured Wi-Fi which contains a very good landing page with flight information, access to the Speedbird Cafe menu, access to BA.com, and a good pricing strategy for wither just messaging or streaming also. Overall, the airline is still a good world player, but with clear improvements needed with their ground staff. The cabin manager was very good, but the other crew in Club did not display the expected behaviours in business class. She kept touching her face, not making eye contact with passengers, and seemed uninterested and like she did not want to be there.",6,"British Airways flag carrier used be. The check-in staff Club Europe area display premium service provide good overall service. The Galleries South Lounge busy, food good. There good array salads, pasta, bread, hot food available. The festive Turkey Ham pie particularly good. The flight delayed LHR busy Tuesday evening. The boarding process stressful due lack queue management system majority passenger congregating around gate. Despite BA using group system board, took almost 1hr board 240 passengers. The flight good, good Club meal service. The bar service good seems BA done away champagne on-board also lounge. menu handed prior departure good food offering length flight. The food good, beef cheek served vegetable chosen. BA always excelled catering changed. The seat standard economy seat, table middle seat Club Europe, standard practice BA. The seat comfortable, limited leg room. The cabin clean, presentable, tidy issues. The A321 featured Wi-Fi contains good landing page flight information, access Speedbird Cafe menu, access BA.com, good pricing strategy wither messaging streaming also. Overall, airline still good world player, clear improvement needed ground staff. The cabin manager good, crew Club display expected behaviour business class. She kept touching face, making eye contact passengers, seemed uninterested like want there."
419,419,0.215,0.708,0.077,-0.8402,0.7448374629020691,0.21785707771778107,0.037305545061826706,"   Stupidly tried BA again after a five year gap and paid over £7000 for my wife and I to go to Barbados because I thought the new Business Class layout might rival Virgin Atlantic on the route. About six months ago BA announced they were switching planes to the old antique push-me-pull-you layout but it was too late to reorganise our holiday logistics. Sure enough we suffered the most appallingly uncomfortable flights with no room (eight seats across), worn out fittings, inedible food and surly FAs.",1,"Stupidly tried BA five year gap paid £7000 wife go Barbados thought new Business Class layout might rival Virgin Atlantic route. About six month ago BA announced switching plane old antique push-me-pull-you layout late reorganise holiday logistics. Sure enough suffered appallingly uncomfortable flight room (eight seat across), worn fittings, inedible food surly FAs."
420,420,0.075,0.594,0.332,0.8932,0.009898812510073185,0.08502743393182755,0.9050737023353577,   Seat horribly narrow; 3-4-3 on a 777. Thankfully the flight was only a quarter full so was able to stretch out. Food and beverage service was good and it was great having a proper beer not a cup of froth that overflows! Cabin crew very good. Booked as a BA ticket that included travel on Qatar Airways as well.,8,Seat horribly narrow; 3-4-3 777. Thankfully flight quarter full able stretch out. Food beverage service good great proper beer cup froth overflows! Cabin crew good. Booked BA ticket included travel Qatar Airways well.
421,421,0.256,0.624,0.12,-0.5984,0.613861083984375,0.3433276414871216,0.04281126707792282,"   Glasgow to London delayed by 1 hour. My wife and I now accept that a BA flight will be late and delayed. Very rarely on time. As long as you accept this, you won’t be disappointed planning ahead. There’s a high risk of delays. If you are connecting with another airline with OneWorld it’s extremely risky.",3,"Glasgow London delayed 1 hour. My wife accept BA flight late delayed. Very rarely time. As long accept this, won’t disappointed planning ahead. There’s high risk delays. If connecting another airline OneWorld it’s extremely risky."
422,422,0.026,0.756,0.218,0.9726,0.027231259271502495,0.20970481634140015,0.7630639672279358,"   When I tried to check in online, I was offered an upgrade to premium economy for just under £300. I decided to take it, but then the website wouldn't allow me to choose seats or to check in. I phoned BA and was happy that the call was picked up quickly, but I was then told that because I had changed my booking, I had to check in at the airport. So we turned up three hours before the flight, only to be told that our two adjacent aisle seats in economy had been switched to the middle seats in a row of four in premium. The check-in agent was helpful but couldn't fix and suggested we try the BA desk airside. That desk was understaffed but when we did reach the front of the line, we were told to try at the boarding gate. At the gate, we finally managed to get one aisle seat and one window, not sitting together. After going through that, the flight was surprisingly good, with decent food and very good service. We flew back economy, which wasn't too bad either. The flight attendants were friendly and enthusiastic, and Emma and Daniel, who looked after us, could not have been better. I've obviously learned my lesson about late BA upgrades, but everything else was good.",6,"When tried check online, offered upgrade premium economy £300. decided take it, website allow choose seat check in. phoned BA happy call picked quickly, told changed booking, check airport. So turned three hour flight, told two adjacent aisle seat economy switched middle seat row four premium. The check-in agent helpful fix suggested try BA desk airside. That desk understaffed reach front line, told try boarding gate. At gate, finally managed get one aisle seat one window, sitting together. After going that, flight surprisingly good, decent food good service. We flew back economy, bad either. The flight attendant friendly enthusiastic, Emma Daniel, looked us, could better. I've obviously learned lesson late BA upgrades, everything else good."
423,423,0.143,0.792,0.065,-0.8578,0.7338743209838867,0.21661710739135742,0.04950852692127228,"   I flew from Prague to LHR. Excellent service, attentive staff, first drink service, then meal service (choice of three meals), later second drink service. In reality - excellent flight. Couple of days later I flew back from LHR to Prague. Boarding at LHR T5 was a total chaos. Onboard service cannot really be called service: No curtain between business and economy class (which later caused people endlessly passing to get to the toilet). Meal service could not get more unprofessional - 5 rows took two guys nearly 30 mins to serve. Constantly interrupted (no people passing to the toilets at this time yet). I don´t know if there was any meal choice as no one bothers talking to you. I was served that  afternoon tea consisting of three canapes-like bites and some drink. Why would we bother serving you also a scone. Hardly after 5 mins plates to be taken away - when I asked for my scone it came as a surprise I was not served any (no co-ordination between the crew).  Crew busy chatting at the galley. In reality - the service could not get any worse. One just must ask what do you pay the premium price for? ",3,"flew Prague LHR. Excellent service, attentive staff, first drink service, meal service (choice three meals), later second drink service. In reality - excellent flight. Couple day later flew back LHR Prague. Boarding LHR T5 total chaos. Onboard service cannot really called service: No curtain business economy class (which later caused people endlessly passing get toilet). Meal service could get unprofessional - 5 row took two guy nearly 30 min serve. Constantly interrupted (no people passing toilet time yet). don´t know meal choice one bother talking you. served afternoon tea consisting three canapes-like bite drink. Why would bother serving also scone. Hardly 5 min plate taken away - asked scone came surprise served (no co-ordination crew). Crew busy chatting galley. In reality - service could get worse. One must ask pay premium price for?"
424,424,0.401,0.599,0.0,-0.8934,0.7958319187164307,0.1799040287733078,0.024264072999358177,"   Disappointing again especially on business. The service is ancient, one world lounges are a catastrophe at Heathrow. Business class seat is similar to economy and electronics are very poor onboard. ",4,"Disappointing especially business. The service ancient, one world lounge catastrophe Heathrow. Business class seat similar economy electronics poor onboard."
425,425,0.099,0.901,0.0,-0.5423,0.0254787877202034,0.3085775673389435,0.6659436821937561,   During both the outbound and return flights we were not offered a decent meal. We received a tiny bag of chips and a very small bottle of water. What outraged us the most is that during the return flight we couldn't even order any food / drink because the card reader didn't function. The first and last time we'll fly with BA.,3,During outbound return flight offered decent meal. We received tiny bag chip small bottle water. What outraged u return flight even order food / drink card reader function. The first last time we'll fly BA.
